com.samsung.shealth.tracker.pedometer_step_count,6260063,2
duration,version_code,run_step,walk_step,com.samsung.health.step_count.start_time,com.samsung.health.step_count.sample_position_type,com.samsung.health.step_count.custom,com.samsung.health.step_count.update_time,com.samsung.health.step_count.create_time,com.samsung.health.step_count.count,com.samsung.health.step_count.speed,com.samsung.health.step_count.distance,com.samsung.health.step_count.calorie,com.samsung.health.step_count.time_offset,com.samsung.health.step_count.deviceuuid,com.samsung.health.step_count.pkg_name,com.samsung.health.step_count.end_time,com.samsung.health.step_count.datauuid
60000,4,0,109,2023-12-07 17:51:00.000,,,2023-12-07 17:55:03.440,2023-12-07 17:55:03.440,109,1.3663334,81.98,4.36,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-07 17:52:00.000,a5cbd229-0c26-422d-93d1-a1d5222919db,
60000,4,0,113,2023-12-07 17:52:00.000,,,2023-12-07 17:55:03.474,2023-12-07 17:55:03.474,113,1.4285,85.71,4.52,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-07 17:53:00.000,6cbd5c00-4219-4637-8286-c7d670a833c7,
60000,4,0,113,2023-12-07 17:53:00.000,,,2023-12-07 17:55:03.650,2023-12-07 17:55:03.650,113,1.4289998,85.74,4.39,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-07 17:54:00.000,a3186e8f-98c5-489d-8900-cf110fe80662,
60000,4,0,112,2023-12-07 17:54:00.000,,,2023-12-07 17:55:03.682,2023-12-07 17:55:03.682,112,1.4134998,84.81,4.48,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-07 17:55:00.000,c047461b-39ca-4cc2-99be-e7cb7da0bc96,
60000,4,0,111,2023-12-07 17:55:00.000,,,2023-12-07 18:01:34.427,2023-12-07 17:55:03.710,111,1.3946668,83.68,4.4399996,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-07 17:56:00.000,9fec7a69-9ed4-4dd4-9831-e8758b102ce6,
60000,4,0,111,2023-12-07 17:56:00.000,,,2023-12-07 18:01:34.516,2023-12-07 18:01:34.516,111,1.4016666,84.1,4.28,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-07 17:57:00.000,2f851328-e360-420f-bca3-f93704e85e1d,
60000,4,0,109,2023-12-07 17:57:00.000,,,2023-12-07 18:01:34.562,2023-12-07 18:01:34.562,109,1.3656666,81.94,4.2,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-07 17:58:00.000,92a956d5-49ca-4cae-afce-482fa2d8e718,
30048,4,0,52,2023-12-07 17:58:00.000,,,2023-12-07 18:01:34.675,2023-12-07 18:01:34.675,52,1.3055556,39.23,2.04,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-07 17:59:00.000,a5b5d18f-99ed-422b-b6b8-281e51d5bb8f,
60000,4,0,116,2023-12-07 17:59:00.000,,,2023-12-07 18:01:34.722,2023-12-07 18:01:34.722,116,1.4860001,89.16,4.04,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-07 18:00:00.000,cc087ad5-e545-4dcc-889d-026311eb149e,
60000,4,0,125,2023-12-07 18:00:00.000,,,2023-12-07 18:01:34.760,2023-12-07 18:01:34.760,125,1.6251667,97.51,3.75,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-07 18:01:00.000,8605fc40-5e84-47b9-ba80-e5b1da6adcbe,
51196,4,0,94,2023-12-07 18:01:00.000,,,2023-12-07 18:02:02.472,2023-12-07 18:01:34.859,94,1.4112302,72.25,3.0299995,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-07 18:02:00.000,c2ae914c-f5ef-4b1c-a2a4-e4971874ce76,
4574,4,0,6,2023-12-07 18:02:00.000,,,2023-12-07 18:02:59.716,2023-12-07 18:02:59.716,6,0.9444444,4.32,0.22,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-07 18:03:00.000,77bb3920-e4c0-4f41-bb21-f49284432081,
15311,4,0,24,2023-12-07 18:03:00.000,,,2023-12-07 18:07:25.667,2023-12-07 18:03:00.869,24,1.1540458,17.67,0.95,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-07 18:04:00.000,d43a2e2a-bf48-400b-ab82-9f72c2ddd511,
22195,4,0,40,2023-12-07 18:05:00.000,,,2023-12-07 18:07:25.824,2023-12-07 18:07:25.824,40,1.3611112,30.21,1.43,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-07 18:06:00.000,969e7359-beab-447a-aab0-77e8d90b1ffb,
3813,4,0,7,2023-12-07 18:06:00.000,,,2023-12-07 18:07:25.895,2023-12-07 18:07:25.895,7,1.3611112,5.19,0.25,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-07 18:07:00.000,ff663105-ef36-4e1a-90ad-9b196180866a,
13782,4,0,22,2023-12-07 18:07:00.000,,,2023-12-07 18:07:41.942,2023-12-07 18:07:26.217,22,1.157995,15.959999,0.8300001,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-07 18:08:00.000,b2e109b1-86b7-4e28-9c4c-088cbb5b6635,
29707,4,0,53,2023-12-07 18:22:00.000,,,2023-12-07 18:23:09.758,2023-12-07 18:23:09.758,53,1.3333334,39.61,1.85,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-07 18:23:00.000,ba9d5ca9-dc7d-4263-9ca2-cfbc0666dc91,
1094,4,0,2,2023-12-07 18:23:00.000,,,2023-12-07 18:23:09.815,2023-12-07 18:23:09.815,2,1.3888888,1.52,0.08,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-07 18:24:00.000,99892e01-cbab-4efb-98d2-b09f0d03cb29,
23526,4,0,46,2023-12-07 18:25:00.000,,,2023-12-07 18:26:38.166,2023-12-07 18:26:38.166,46,1.5,35.29,1.51,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-07 18:26:00.000,2810c273-5a67-44c5-b697-a45c682b5250,
4543,4,0,8,2023-12-07 18:26:00.000,,,2023-12-07 18:26:39.211,2023-12-07 18:26:38.221,8,1.3358657,6.07,0.29,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-07 18:27:00.000,718a0bbd-a1ab-45b0-a9fe-f2c664af1447,
4781,4,0,6,2023-12-07 19:27:00.000,,,2023-12-07 19:27:56.998,2023-12-07 19:27:56.998,6,0.8888889,4.25,0.22,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-07 19:28:00.000,6ebf258b-798e-4691-850e-5ab9dbb1c31a,
5442,4,0,8,2023-12-07 19:50:00.000,,,2023-12-07 19:50:50.590,2023-12-07 19:50:49.432,8,1.065592,5.8,0.29999998,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-07 19:51:00.000,7513acf6-b802-42f9-9f63-e8b8e9b158e7,
4129,4,0,8,2023-12-07 21:03:00.000,,,2023-12-07 21:03:42.305,2023-12-07 21:03:42.255,8,1.5207415,6.28,0.26999998,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-07 21:04:00.000,1b9a6b84-f63f-4cb4-8139-986558a431cd,
4580,4,0,9,2023-12-08 08:33:00.000,,,2023-12-08 08:33:55.879,2023-12-08 08:33:55.338,9,1.5193807,6.96,0.32,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-08 08:34:00.000,7d66b965-92d8-45a8-9502-f5bbfb79173d,
32310,4,0,57,2023-12-08 09:26:00.000,,,2023-12-08 09:28:10.888,2023-12-08 09:28:10.888,57,1.3333334,43.08,2.21,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-08 09:27:00.000,14cc4862-6a0d-47f2-87df-3d596901006d,
21195,4,0,43,2023-12-08 09:27:00.000,,,2023-12-08 09:28:10.984,2023-12-08 09:28:10.984,43,1.5833334,33.56,1.35,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-08 09:28:00.000,5d04d033-54c4-48b3-9689-22dbf65fc0bf,
5857,4,0,10,2023-12-08 09:28:00.000,,,2023-12-08 09:31:53.861,2023-12-08 09:28:11.155,10,1.2600023,7.38,0.36999997,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-08 09:29:00.000,067d4170-63a6-4655-a631-40317316b9a6,
6774,4,0,11,2023-12-08 09:49:00.000,,,2023-12-08 09:55:01.690,2023-12-08 09:55:01.690,11,1.2222222,8.28,0.41,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-08 09:50:00.000,0086acd3-280c-4779-bdb3-f5748bedbf45,
5886,4,0,9,2023-12-08 09:52:00.000,,,2023-12-08 09:55:01.751,2023-12-08 09:55:01.751,9,1.1111112,6.54,0.32,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-08 09:53:00.000,79684777-0dbb-42ea-8b22-65269fdfb549,
7484,4,0,12,2023-12-08 09:54:00.000,,,2023-12-08 09:55:01.772,2023-12-08 09:55:01.772,12,1.1944444,8.94,0.43,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-08 09:55:00.000,5eb8ee17-d6cd-4533-904a-7b631d5bd78c,
16250,4,0,27,2023-12-08 09:57:00.000,,,2023-12-08 09:57:37.535,2023-12-08 09:57:19.242,27,1.2510242,20.33,1.01,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-08 09:58:00.000,91bedb7c-6cb8-45c6-b4b4-cf522ae635e8,
10406,4,0,17,2023-12-08 09:58:00.000,,,2023-12-08 10:00:22.554,2023-12-08 10:00:22.554,17,1.1944444,12.43,0.63,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-08 09:59:00.000,f470d40f-c491-46ce-92cc-ad5b21c9bd5d,
36318,4,0,69,2023-12-08 09:59:00.000,,,2023-12-08 10:00:22.612,2023-12-08 10:00:22.612,69,1.4444444,52.46,2.44,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-08 10:00:00.000,84ae6667-f830-4e60-95bd-6c6c2b0e7952,
60000,4,0,118,2023-12-08 10:00:00.000,,,2023-12-08 10:02:43.190,2023-12-08 10:00:22.672,118,1.5104996,90.629974,4.409998,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-08 10:01:00.000,06382029-5ab1-4525-af2c-efff761bb7de,
60000,4,0,122,2023-12-08 10:01:00.000,,,2023-12-08 10:02:43.326,2023-12-08 10:02:43.326,122,1.5776666,94.66,3.66,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-08 10:02:00.000,899b1625-3665-450d-b7c3-4670539fda67,
45267,4,0,86,2023-12-08 10:02:00.000,,,2023-12-08 10:02:44.226,2023-12-08 10:02:43.433,86,1.4677322,66.44,2.6399999,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-08 10:03:00.000,0c847dfc-a037-49af-99e9-a40eb6e416a4,
24094,4,9,43,2023-12-08 10:03:00.000,,,2023-12-08 10:05:26.867,2023-12-08 10:03:40.483,52,1.8174351,43.789997,2.05,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-08 10:04:00.000,d680cccf-fefb-4e07-89e9-9da34c6621dc,
60000,4,0,121,2023-12-08 10:04:00.000,,,2023-12-08 10:05:26.978,2023-12-08 10:05:26.978,121,1.5733334,94.4,4.05,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-08 10:05:00.000,4b7c1fdc-de43-45f9-95a8-131b1796cc61,
34922,4,0,61,2023-12-08 10:05:00.000,,,2023-12-08 10:07:35.154,2023-12-08 10:05:27.073,61,1.3203596,46.110023,2.1599994,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-08 10:06:00.000,23da1b2e-182e-4f2e-b5ce-67f09dafbab0,
45301,4,0,81,2023-12-08 10:06:00.000,,,2023-12-08 10:07:35.336,2023-12-08 10:07:35.336,81,1.3611112,61.66,2.88,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-08 10:07:00.000,3d56206e-124a-451f-b6b5-ab563d0cadcc,
4495,4,0,7,2023-12-08 10:07:00.000,,,2023-12-08 10:07:36.063,2023-12-08 10:07:35.602,7,1.1388888,5.12,0.26,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-08 10:08:00.000,78f42495-f655-4d2f-9243-2b31418a74f0,
27408,4,0,52,2023-12-08 10:08:00.000,,,2023-12-08 10:10:13.900,2023-12-08 10:10:13.900,52,1.4444444,39.59,1.81,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-08 10:09:00.000,cdc298f7-1711-42fe-bf4e-9767c413209d,
13680,4,0,21,2023-12-08 10:09:00.000,,,2023-12-08 10:10:13.944,2023-12-08 10:10:13.944,21,1.1111112,15.2,0.78,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-08 10:10:00.000,20c7ef7e-0edc-4276-9498-d6d0a692e25e,
9874,4,0,16,2023-12-08 10:10:00.000,,,2023-12-08 10:10:14.012,2023-12-08 10:10:14.012,16,1.1666666,11.52,0.59,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-08 10:11:00.000,c11213ea-33f0-4089-90ae-254a387012c4,
27185,4,0,42,2023-12-08 10:11:00.000,,,2023-12-08 10:11:59.432,2023-12-08 10:11:01.676,42,1.1326078,30.79,1.5699999,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-08 10:12:00.000,95c76093-bf89-44bf-9f10-61df012238a3,
31184,4,0,50,2023-12-08 10:12:00.000,,,2023-12-08 10:13:45.003,2023-12-08 10:12:09.020,50,1.1836098,36.91,1.92,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-08 10:13:00.000,565c83a7-b4da-49fa-9feb-1c8e8d0cb997,
21849,4,0,35,2023-12-08 10:13:00.000,,,2023-12-08 10:13:50.828,2023-12-08 10:13:45.198,35,1.1789479,25.759996,1.2999997,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-08 10:14:00.000,abc0dd29-3561-4d70-a371-e35714ec724c,
11897,4,0,19,2023-12-08 10:14:00.000,,,2023-12-08 10:15:01.676,2023-12-08 10:15:01.676,19,1.1666666,13.88,0.74,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-08 10:15:00.000,ab7745b9-3c63-4626-8bc6-d7309b4370bb,
21187,4,0,34,2023-12-08 10:16:00.000,,,2023-12-08 10:17:46.128,2023-12-08 10:16:45.041,34,1.1804267,25.01,1.26,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-08 10:17:00.000,c221f118-39ab-4eef-a9f3-b4409c59d74d,
5093,4,0,10,2023-12-08 10:17:00.000,,,2023-12-08 10:17:46.250,2023-12-08 10:17:46.250,10,1.5,7.64,0.35,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-08 10:18:00.000,3e5bd243-d91a-4868-83f7-b6ee0dbe3c1d,
16050,4,0,25,2023-12-08 10:18:00.000,,,2023-12-08 10:19:45.316,2023-12-08 10:19:45.316,25,1.1388888,18.28,0.94,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-08 10:19:00.000,5e643f26-85d8-4d74-8633-61e727f9e338,
29934,4,0,42,2023-12-08 10:19:00.000,,,2023-12-08 10:19:59.345,2023-12-08 10:19:45.370,42,1.0048691,30.08001,1.6099997,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-08 10:20:00.000,56a7087f-fef7-4429-b1d7-decdac2fda56,
31460,4,0,54,2023-12-08 10:20:00.000,,,2023-12-08 10:21:54.036,2023-12-08 10:21:54.036,54,1.2777778,40.2,1.93,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-08 10:21:00.000,91b087f2-fb87-452b-bc5c-96644617dbca,
11800,4,0,16,2023-12-08 10:21:00.000,,,2023-12-08 10:21:59.562,2023-12-08 10:21:54.068,16,0.9652448,11.390001,0.62,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-08 10:22:00.000,e953d29b-1969-458e-ae9e-08c481259ab0,
40991,4,0,69,2023-12-08 10:22:00.000,,,2023-12-08 10:22:39.441,2023-12-08 10:22:00.182,69,1.2600157,51.650013,2.6099992,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-08 10:23:00.000,b419b23c-f84b-45b1-82b2-7a032b35352c,
44804,4,0,77,2023-12-08 10:23:00.000,,,2023-12-08 10:24:38.959,2023-12-08 10:24:38.959,77,1.2777778,57.25,2.91,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-08 10:24:00.000,12944a0f-03da-4338-a45f-1901c47b36e6,
37026,4,0,67,2023-12-08 10:24:00.000,,,2023-12-08 10:26:39.441,2023-12-08 10:24:39.033,67,1.3798212,51.090004,2.32,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-08 10:25:00.000,517e47ee-aa0d-40f2-b90e-8d8639ead373,
32860,4,5,69,2023-12-08 10:29:00.000,,,2023-12-08 10:35:02.010,2023-12-08 10:35:02.010,74,1.8888891,62.07,2.73,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-08 10:30:00.000,a10d2353-a39d-46b4-af98-68ef4380aedd,
1404,4,3,0,2023-12-08 10:30:00.000,,,2023-12-08 10:35:02.067,2023-12-08 10:35:02.067,3,1.6944444,2.38,0.13,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-08 10:31:00.000,41d28091-b30d-4c18-8b20-c053cb34b74c,
29907,4,0,57,2023-12-08 10:31:00.000,,,2023-12-08 10:35:06.162,2023-12-08 10:35:06.162,57,1.4444444,43.2,1.97,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-08 10:32:00.000,df54e01d-dd8a-452d-99f6-d34f6d507038,
53605,4,68,72,2023-12-08 10:32:00.000,,,2023-12-08 10:35:06.181,2023-12-08 10:35:06.181,140,2.5833333,138.48,7.89,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-08 10:33:00.000,5b6a131d-4e05-4f79-a25f-5122fc8aa767,
48636,4,0,101,2023-12-08 10:33:00.000,,,2023-12-08 10:35:06.219,2023-12-08 10:35:06.219,101,1.6388888,79.71,3.12,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-08 10:34:00.000,3f62ac67-5d9a-4ad1-9146-465e820bea74,
58519,4,29,108,2023-12-08 10:34:00.000,,,2023-12-08 10:35:06.264,2023-12-08 10:35:06.264,137,2.0555556,120.29,5.52,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-08 10:35:00.000,025b4dbb-e264-4291-a81a-60d334bd8b93,
57556,4,30,104,2023-12-08 10:35:00.000,,,2023-12-08 10:43:28.142,2023-12-08 10:35:06.302,134,2.0275798,116.7,5.48,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-08 10:36:00.000,0b1ac059-aa56-4ade-9bde-eb4eef0b416b,
48588,4,0,104,2023-12-08 10:36:00.000,,,2023-12-08 10:43:28.227,2023-12-08 10:43:28.227,104,1.6944444,82.33,3.25,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-08 10:37:00.000,1df48f72-8e2c-41de-a9c7-6da5ccc99aaa,
15480,4,0,33,2023-12-08 10:37:00.000,,,2023-12-08 10:43:28.332,2023-12-08 10:43:28.332,33,1.6388888,25.37,1.13,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-08 10:38:00.000,49cf0b08-b6ca-4e80-b7cc-de7b210b1795,
16640,4,0,28,2023-12-08 10:39:00.000,,,2023-12-08 10:43:28.461,2023-12-08 10:43:28.461,28,1.25,20.8,1.03,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-08 10:40:00.000,5fda7eb5-8fb5-4fab-bda1-98a1bf4cee94,
5270,4,0,8,2023-12-08 10:40:00.000,,,2023-12-08 10:43:28.544,2023-12-08 10:43:28.544,8,1.0833334,5.71,0.3,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-08 10:41:00.000,01e7ccf3-f818-4072-b3c9-e35b587cea1e,
3845,4,0,6,2023-12-08 10:43:00.000,,,2023-12-08 10:43:28.799,2023-12-08 10:43:28.799,6,1.1388888,4.38,0.22,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-08 10:44:00.000,cfc3f6aa-d1ac-4a42-a823-cb08be001cae,
3531,4,0,6,2023-12-08 10:54:00.000,,,2023-12-08 10:54:02.877,2023-12-08 10:54:02.877,6,1.3055556,4.61,0.21,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-08 10:55:00.000,56b93fe4-cd90-4bc7-8336-dd8601a5b867,
8848,4,0,15,2023-12-08 11:15:00.000,,,2023-12-08 11:16:27.985,2023-12-08 11:16:27.985,15,1.25,11.06,0.54,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-08 11:16:00.000,eaecbecc-20d0-42ae-84e3-8b42ebb5ed8a,
12585,4,0,23,2023-12-08 11:17:00.000,,,2023-12-08 11:17:35.136,2023-12-08 11:17:35.136,23,1.3888888,17.48,0.85,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-08 11:18:00.000,ee795eb2-f94a-48c3-895d-00fea8e83bbe,
52613,4,19,91,2023-12-08 11:19:00.000,,,2023-12-08 11:21:24.282,2023-12-08 11:19:45.631,110,1.7761761,93.45001,4.629999,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-08 11:20:00.000,c9e9cc4c-6871-4fdc-a710-fec6d33b27df,
60000,4,52,87,2023-12-08 11:20:00.000,,,2023-12-08 11:21:24.420,2023-12-08 11:21:24.420,139,2.0846667,125.08,6.64,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-08 11:21:00.000,6be9120b-1452-4f0d-a1dc-742b150c8b1e,
45961,4,0,92,2023-12-08 11:21:00.000,,,2023-12-08 11:21:48.869,2023-12-08 11:21:24.549,92,1.568935,72.11,2.8699987,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-08 11:22:00.000,00d1e0ed-b365-4cb8-b9c4-524dc9a9504d,
56248,4,7,111,2023-12-08 11:22:00.000,,,2023-12-08 11:23:19.437,2023-12-08 11:23:19.437,118,1.6944444,95.31,4.13,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-08 11:23:00.000,fe50f3f6-1029-4e91-ba85-495354a12339,
27213,4,0,47,2023-12-08 11:23:00.000,,,2023-12-08 11:23:42.029,2023-12-08 11:23:19.477,47,1.2975032,35.310005,1.6399999,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-08 11:24:00.000,8e4fec26-e101-4b69-b225-e34a6e41b19f,
4244,4,0,7,2023-12-08 11:25:00.000,,,2023-12-08 11:29:14.442,2023-12-08 11:29:14.442,7,1.1944445,5.07,0.25,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-08 11:26:00.000,bb1aed74-a27d-4991-a6c1-4d87619a8e9c,
47627,4,0,84,2023-12-08 11:42:00.000,,,2023-12-08 11:43:40.154,2023-12-08 11:42:36.615,84,1.3315934,63.420006,2.9799995,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-08 11:43:00.000,c14784c1-861b-4e92-be7c-cfa677c67ef3,
36010,4,19,62,2023-12-08 11:43:00.000,,,2023-12-08 11:43:43.928,2023-12-08 11:43:40.339,81,1.9605484,70.59999,3.8899999,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-08 11:44:00.000,f1d9e4d4-d8ce-4ef5-ba41-d8bc89439f0e,
7474,4,0,11,2023-12-08 11:44:00.000,,,2023-12-08 11:45:45.966,2023-12-08 11:45:45.966,11,1.0555556,7.89,0.42,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-08 11:45:00.000,6bc2fbef-35f6-4a51-8aad-e8e72b863231,
