com.samsung.shealth.tracker.pedometer_step_count,6260063,2
duration,version_code,run_step,walk_step,com.samsung.health.step_count.start_time,com.samsung.health.step_count.sample_position_type,com.samsung.health.step_count.custom,com.samsung.health.step_count.update_time,com.samsung.health.step_count.create_time,com.samsung.health.step_count.count,com.samsung.health.step_count.speed,com.samsung.health.step_count.distance,com.samsung.health.step_count.calorie,com.samsung.health.step_count.time_offset,com.samsung.health.step_count.deviceuuid,com.samsung.health.step_count.pkg_name,com.samsung.health.step_count.end_time,com.samsung.health.step_count.datauuid
41116,4,0,72,2023-12-14 14:55:00.000,,,2023-12-14 15:07:05.512,2023-12-14 15:07:05.512,72,1.3055556,53.68,2.73,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-14 14:56:00.000,a839043d-192c-42d0-91f9-b451a0290da3,
60000,4,0,116,2023-12-14 14:56:00.000,,,2023-12-14 15:07:05.574,2023-12-14 15:07:05.574,116,1.4815,88.89,3.96,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-14 14:57:00.000,2e3f8498-2dcb-4a79-82b0-d1f43c56875e,
58448,4,0,93,2023-12-14 14:57:00.000,,,2023-12-14 15:07:05.669,2023-12-14 15:07:05.669,93,1.1666666,68.19,3.67,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-14 14:58:00.000,fa6f26a8-d9f6-4702-a7dd-2266fa66d396,
5494,4,0,8,2023-12-14 14:58:00.000,,,2023-12-14 15:07:05.715,2023-12-14 15:07:05.715,8,1.0555555,5.8,0.32,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-14 14:59:00.000,b8c46077-8eac-4c0f-a951-f7b4b08c0acf,
58108,4,0,108,2023-12-14 15:04:00.000,,,2023-12-14 15:07:05.779,2023-12-14 15:07:05.779,108,1.4166666,82.32,3.9,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-14 15:05:00.000,b2dd5e25-3183-4923-ac82-3f126f74d88d,
60000,4,0,119,2023-12-14 15:05:00.000,,,2023-12-14 15:07:05.873,2023-12-14 15:07:05.873,119,1.5265,91.59,3.84,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-14 15:06:00.000,3554e6b2-9a1d-4996-9fbe-13734ae60aba,
60000,4,0,118,2023-12-14 15:06:00.000,,,2023-12-14 15:07:05.942,2023-12-14 15:07:05.942,118,1.5128332,90.77,3.97,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-14 15:07:00.000,cb2d25b7-7e4a-4b0a-864b-6cb8d7098fba,
48547,4,0,75,2023-12-14 15:07:00.000,,,2023-12-14 15:08:58.813,2023-12-14 15:07:05.995,75,1.129212,54.82,2.93,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-14 15:08:00.000,48414bfa-4790-42ef-880c-676c62a18e30,
60000,4,0,96,2023-12-14 15:08:00.000,,,2023-12-14 15:08:59.314,2023-12-14 15:08:58.969,96,1.1676667,70.06,3.77,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-14 15:09:00.000,9e19edfd-da68-4d61-915f-6c937ae7b6b7,
12377,4,0,18,2023-12-14 15:11:00.000,,,2023-12-14 15:11:59.777,2023-12-14 15:11:48.802,18,1.0535289,13.040001,0.68999994,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-14 15:12:00.000,209a3883-7e60-445b-9b9a-e3ec1581581e,
10564,4,0,18,2023-12-14 15:12:00.000,,,2023-12-14 15:13:11.517,2023-12-14 15:12:03.413,18,1.2579659,13.29,0.65,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-14 15:13:00.000,5ced0418-5c26-4be9-96da-6d0a8c31657f,
4790,4,0,9,2023-12-14 15:13:00.000,,,2023-12-14 15:13:11.706,2023-12-14 15:13:11.706,9,1.4444444,6.92,0.31,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-14 15:14:00.000,255c117f-9c4e-49d9-b065-9d51cc5b8d7d,
10047,4,0,13,2023-12-14 16:46:00.000,,,2023-12-14 16:50:46.732,2023-12-14 16:50:46.732,13,0.91666675,9.21,0.5,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-14 16:47:00.000,2044b7ae-d3d7-401b-a395-1c6de98fd07d,
59830,4,0,93,2023-12-14 16:47:00.000,,,2023-12-14 16:50:46.818,2023-12-14 16:50:46.818,93,1.1388888,68.14,3.71,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-14 16:48:00.000,edf01f51-66f6-44ad-8d21-104f4e6d0e6b,
33588,4,0,54,2023-12-14 16:48:00.000,,,2023-12-14 16:50:47.162,2023-12-14 16:50:47.162,54,1.1944444,40.12,2.11,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-14 16:49:00.000,3363fd45-4cf3-42b4-97be-ba1b62c32c3f,
17929,4,0,29,2023-12-14 16:50:00.000,,,2023-12-14 16:52:17.953,2023-12-14 16:50:47.227,29,1.1963205,21.45,1.09,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-14 16:51:00.000,7b3d049d-e97c-476b-82b6-dbb9fd125f3e,
12502,4,0,18,2023-12-14 16:52:00.000,,,2023-12-14 16:52:18.147,2023-12-14 16:52:18.147,18,1.0277778,12.85,0.67,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-14 16:53:00.000,ff6d77e3-c3c3-4182-841c-927b65cb7c29,
32888,4,0,52,2023-12-14 16:53:00.000,,,2023-12-14 16:55:01.246,2023-12-14 16:55:01.246,52,1.1666666,38.37,2.02,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-14 16:54:00.000,8c3c2bcc-c653-4d1e-b096-5715f1e9f41e,
60000,4,0,109,2023-12-14 16:54:00.000,,,2023-12-14 16:55:01.285,2023-12-14 16:55:01.285,109,1.3618332,81.71,4.36,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-14 16:55:00.000,805a1c7f-0e0f-45ab-89f2-7451c1b87d19,
60000,4,0,113,2023-12-14 16:55:00.000,,,2023-12-14 17:04:44.765,2023-12-14 16:55:01.330,113,1.4278332,85.67,4.5099998,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-14 16:56:00.000,2c2305b3-df44-45a7-aba9-7cc69c4c1e0b,
60000,4,0,112,2023-12-14 16:56:00.000,,,2023-12-14 17:04:44.919,2023-12-14 17:04:44.919,112,1.4126667,84.76,4.48,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-14 16:57:00.000,9b6a8a60-7521-4219-847a-1569610a477d,
60000,4,0,111,2023-12-14 16:57:00.000,,,2023-12-14 17:04:44.975,2023-12-14 17:04:44.975,111,1.3944999,83.67,4.44,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-14 16:58:00.000,13789cb8-9ef7-4627-8ac4-454aff613a03,
60000,4,0,114,2023-12-14 16:58:00.000,,,2023-12-14 17:04:45.099,2023-12-14 17:04:45.099,114,1.4396666,86.38,4.56,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-14 16:59:00.000,2c2926de-2893-4739-9f21-f02730c92029,
60000,4,0,106,2023-12-14 16:59:00.000,,,2023-12-14 17:04:45.250,2023-12-14 17:04:45.250,106,1.3293333,79.76,4.24,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-14 17:00:00.000,ec8dd585-c5b4-4fa0-8aff-362736b68c21,
60000,4,0,113,2023-12-14 17:00:00.000,,,2023-12-14 17:04:45.430,2023-12-14 17:04:45.430,113,1.4206667,85.24,4.49,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-14 17:01:00.000,d8eb63dc-a212-4c5a-a52b-fca939da361b,
60000,4,0,111,2023-12-14 17:01:00.000,,,2023-12-14 17:04:45.516,2023-12-14 17:04:45.516,111,1.3953334,83.72,4.44,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-14 17:02:00.000,09848f0f-643c-46be-bc82-72961bf5b8b2,
39636,4,0,71,2023-12-14 17:02:00.000,,,2023-12-14 17:04:45.697,2023-12-14 17:04:45.697,71,1.3611112,53.95,2.81,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-14 17:03:00.000,fecb418a-cd4a-42b3-8a6b-357d291e3a43,
39638,4,0,69,2023-12-14 17:03:00.000,,,2023-12-14 17:04:46.117,2023-12-14 17:04:46.117,69,1.3055556,51.75,2.76,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-14 17:04:00.000,8aa3df59-6e04-4fbb-b23b-d441681c597a,
22220,4,0,38,2023-12-14 17:04:00.000,,,2023-12-14 17:04:46.395,2023-12-14 17:04:46.378,38,1.2762876,28.36,1.47,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-14 17:05:00.000,8725d374-6424-4c4b-9eaf-88cad913d404,
6541,4,0,10,2023-12-14 17:05:00.000,,,2023-12-14 17:06:35.923,2023-12-14 17:06:35.923,10,1.1388888,7.45,0.37,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-14 17:06:00.000,5719a82d-25b9-4535-8cda-1c9c7353e04a,
60000,4,0,110,2023-12-14 17:06:00.000,,,2023-12-14 17:06:59.641,2023-12-14 17:06:36.010,110,1.3785005,82.71003,4.399998,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-14 17:07:00.000,de537c87-92a9-43dd-b0cf-171f6aeced44,
60000,4,0,112,2023-12-14 17:07:00.000,,,2023-12-14 17:07:59.509,2023-12-14 17:07:00.225,112,1.4111664,84.66999,4.479997,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-14 17:08:00.000,8d10773b-61a5-4e9d-aba8-dab0b801cf5b,
60000,4,0,113,2023-12-14 17:08:00.000,,,2023-12-14 17:15:01.139,2023-12-14 17:08:00.104,113,1.4134998,84.81,4.52,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-14 17:09:00.000,4190e1b0-6db0-4d87-9cff-57b6dfaa5a56,
60000,4,0,109,2023-12-14 17:09:00.000,,,2023-12-14 17:15:01.353,2023-12-14 17:15:01.353,109,1.3623333,81.74,4.36,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-14 17:10:00.000,14ad46b1-63a8-42e2-85f4-ac4e82939572,
55682,4,0,95,2023-12-14 17:10:00.000,,,2023-12-14 17:15:01.419,2023-12-14 17:15:01.419,95,1.2777778,71.15,3.79,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-14 17:11:00.000,51966a42-b2ef-4328-92e8-4da11b0083f3,
9402,4,0,15,2023-12-14 17:13:00.000,,,2023-12-14 17:15:01.455,2023-12-14 17:15:01.455,15,1.1666666,10.97,0.57,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-14 17:14:00.000,a250f2f4-727f-4c62-a049-2b6fad77f223,
45649,4,0,71,2023-12-14 19:59:00.000,,,2023-12-14 20:15:23.985,2023-12-14 20:15:23.985,71,1.1388888,51.99,2.82,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-14 20:00:00.000,80614608-594b-4a18-95d6-a3872268e044,
60000,4,0,106,2023-12-14 20:00:00.000,,,2023-12-14 20:15:24.145,2023-12-14 20:15:24.145,106,1.3208333,79.25,4.24,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-14 20:01:00.000,fb682642-0250-4261-bfd9-6ad674d1d04e,
60000,4,0,109,2023-12-14 20:01:00.000,,,2023-12-14 20:15:24.209,2023-12-14 20:15:24.209,109,1.3631667,81.79,4.36,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-14 20:02:00.000,12419963-8b12-47a6-8804-8e4cd73b584a,
60000,4,0,110,2023-12-14 20:02:00.000,,,2023-12-14 20:15:24.285,2023-12-14 20:15:24.285,110,1.3758334,82.55,4.4,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-14 20:03:00.000,f6206b53-fb20-486d-a634-93fc9f86a8bc,
60000,4,0,109,2023-12-14 20:03:00.000,,,2023-12-14 20:15:24.414,2023-12-14 20:15:24.414,109,1.3625,81.75,4.36,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-14 20:04:00.000,9f5d8f15-32d2-40b0-ae95-086de8487b1f,
60000,4,0,110,2023-12-14 20:04:00.000,,,2023-12-14 20:15:24.477,2023-12-14 20:15:24.477,110,1.3768333,82.61,4.39,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-14 20:05:00.000,bd8712bc-56cd-477d-8870-96ed22e84a20,
60000,4,0,111,2023-12-14 20:05:00.000,,,2023-12-14 20:15:24.543,2023-12-14 20:15:24.543,111,1.3908334,83.45,4.44,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-14 20:06:00.000,7230f115-1006-40b7-95b6-5542361d8937,
60000,4,0,110,2023-12-14 20:06:00.000,,,2023-12-14 20:15:24.602,2023-12-14 20:15:24.602,110,1.382,82.92,4.31,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-14 20:07:00.000,e767bc05-72c0-415b-b029-1b9f60ebb3b4,
60000,4,0,105,2023-12-14 20:07:00.000,,,2023-12-14 20:15:24.674,2023-12-14 20:15:24.674,105,1.3033333,78.2,4.2,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-14 20:08:00.000,67e713be-60b8-4299-9c2e-549dd48a5327,
47417,4,0,75,2023-12-14 20:08:00.000,,,2023-12-14 20:15:24.739,2023-12-14 20:15:24.739,75,1.1666666,55.32,2.99,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-14 20:09:00.000,313a5fa0-7eed-4827-9acc-107b2be1eb6b,
35062,4,0,62,2023-12-14 20:10:00.000,,,2023-12-14 20:15:24.780,2023-12-14 20:15:24.780,62,1.3333334,46.75,2.37,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-14 20:11:00.000,6de4cdc6-dfe0-439c-9c71-bf427788afca,
58089,4,0,111,2023-12-14 20:11:00.000,,,2023-12-14 20:15:24.884,2023-12-14 20:15:24.884,111,1.4722222,85.52,3.52,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-14 20:12:00.000,34c5dcf4-cbc0-44b5-bc84-75f2fb49940f,
47193,4,0,90,2023-12-14 20:12:00.000,,,2023-12-14 20:15:24.980,2023-12-14 20:15:24.980,90,1.4722222,69.48,2.74,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-14 20:13:00.000,efb328db-000b-42b8-82ec-4b4376ebd5c4,
60000,4,0,119,2023-12-14 20:13:00.000,,,2023-12-14 20:15:25.096,2023-12-14 20:15:25.096,119,1.5271666,91.63,4.12,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-14 20:14:00.000,71afe006-b7ac-4f6a-95ba-c2d08255e6b2,
45820,4,0,84,2023-12-14 20:14:00.000,,,2023-12-14 20:15:25.209,2023-12-14 20:15:25.209,84,1.3888888,63.64,3.15,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-14 20:15:00.000,9eb7e3f8-695f-4f60-b57e-de8dd8f2fec6,
12055,4,0,18,2023-12-14 20:15:00.000,,,2023-12-14 20:19:50.279,2023-12-14 20:19:50.279,18,1.0833334,13.06,0.69,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-14 20:16:00.000,df76b372-adc7-4333-af89-10423fc3c5c6,
27291,4,0,47,2023-12-14 20:17:00.000,,,2023-12-14 20:19:50.394,2023-12-14 20:19:50.394,47,1.3055556,35.63,1.81,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-14 20:18:00.000,7e4eae5e-a45c-4c37-8d18-28ffeef60001,
8058,4,0,12,2023-12-14 20:18:00.000,,,2023-12-14 20:19:50.494,2023-12-14 20:19:50.494,12,1.0833334,8.73,0.45,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-14 20:19:00.000,f46f1a4e-6868-40a9-abbe-28227fc91432,
10638,4,0,19,2023-12-14 20:21:00.000,,,2023-12-14 20:21:39.524,2023-12-14 20:21:39.524,19,1.3611112,14.48,0.68,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-14 20:22:00.000,f43cc2fd-dfb7-4ba0-be93-2229978fd03c,
6651,4,0,10,2023-12-14 21:15:00.000,,,2023-12-14 21:16:16.389,2023-12-14 21:16:16.389,10,1.1111112,7.39,0.37,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-14 21:16:00.000,777106cc-c5b5-4764-bf77-db08a3394166,
16504,4,0,26,2023-12-14 22:03:00.000,,,2023-12-14 22:05:34.979,2023-12-14 22:05:34.979,26,1.25,20.63,1.16,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-14 22:04:00.000,074926c2-c541-4c67-9257-f7286591c87c,
39714,4,0,69,2023-12-14 22:04:00.000,,,2023-12-14 22:05:35.117,2023-12-14 22:05:35.117,69,1.3055556,51.85,2.73,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-14 22:05:00.000,a7d636ac-3256-43b8-b50d-d0695ef6afcb,
9524,4,0,17,2023-12-14 22:05:00.000,,,2023-12-14 22:05:35.205,2023-12-14 22:05:35.205,17,1.3333334,12.7,0.64,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-14 22:06:00.000,2932c0e9-fdd3-4d74-8220-2aeec8b6fd5e,
3884,4,0,8,2023-12-14 22:33:00.000,,,2023-12-14 22:34:05.278,2023-12-14 22:34:05.278,8,1.5833334,6.15,0.28,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-14 22:34:00.000,ae0ab285-b95b-4e27-9d6a-89b0e4de3e6e,
5497,4,0,9,2023-12-14 22:39:00.000,,,2023-12-14 22:39:09.290,2023-12-14 22:39:04.562,9,1.2005632,6.6,0.33999997,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-14 22:40:00.000,fd88f139-22be-4c46-bf14-0edae44807ed,
14156,4,0,22,2023-12-14 22:40:00.000,,,2023-12-14 22:40:23.594,2023-12-14 22:40:22.148,22,1.1563566,16.369999,0.8500001,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-14 22:41:00.000,485c606b-df8d-477f-abb0-19b56d90f7af,
24251,4,0,46,2023-12-15 06:37:00.000,,,2023-12-15 06:38:20.224,2023-12-15 06:38:20.224,46,1.4444444,35.03,1.58,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-15 06:38:00.000,f841d51e-bec9-4c35-bc69-146f0bcaa4c0,
27395,4,0,51,2023-12-15 06:40:00.000,,,2023-12-15 06:43:48.667,2023-12-15 06:43:48.667,51,1.4166666,38.81,1.74,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-15 06:41:00.000,c83e921b-1a3d-4cd4-89d0-54300e14bbac,
6561,4,0,10,2023-12-15 06:41:00.000,,,2023-12-15 06:43:48.773,2023-12-15 06:43:48.773,10,1.1111112,7.29,0.37,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-15 06:42:00.000,57eea2cf-50c2-41ff-b7ea-4b14c2daee52,
13712,4,0,21,2023-12-15 06:43:00.000,,,2023-12-15 06:43:50.605,2023-12-15 06:43:48.838,21,1.1055762,15.16,0.76,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-15 06:44:00.000,b85049e7-b3cb-4ca0-8291-22d9f78ff403,
16769,4,0,24,2023-12-15 06:46:00.000,,,2023-12-15 06:47:03.435,2023-12-15 06:46:08.078,24,1.0310129,17.29,0.92999995,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-15 06:47:00.000,262d2e1e-f86c-44b9-a3f8-1aebcaf0fd5e,
38487,4,0,68,2023-12-15 06:47:00.000,,,2023-12-15 06:50:12.847,2023-12-15 06:47:27.307,68,1.3357732,51.410007,2.3999994,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-15 06:48:00.000,fa25face-0cb6-41ce-b2b7-835183534719,
60000,4,0,124,2023-12-15 06:48:00.000,,,2023-12-15 06:50:12.879,2023-12-15 06:48:00.441,124,1.5914999,95.49,3.75,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-15 06:49:00.000,fbf70d24-db00-434c-afb7-2eec8575f62d,
60000,4,0,124,2023-12-15 06:49:00.000,,,2023-12-15 06:50:12.958,2023-12-15 06:50:12.958,124,1.6053333,96.32,3.72,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-15 06:50:00.000,72e2fef6-a587-44a5-b898-719f655560e4,
60000,4,0,121,2023-12-15 06:50:00.000,,,2023-12-15 06:54:05.965,2023-12-15 06:50:13.006,121,1.5593334,93.56001,3.849998,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-15 06:51:00.000,4cbd9b77-803d-4953-8dc0-68652f7762b9,
60000,4,0,120,2023-12-15 06:51:00.000,,,2023-12-15 06:54:06.127,2023-12-15 06:54:06.127,120,1.5383333,92.3,3.98,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-15 06:52:00.000,442078ed-e7fe-46d2-8485-85dae5f27a1e,
60000,4,0,113,2023-12-15 06:52:00.000,,,2023-12-15 06:54:06.155,2023-12-15 06:54:06.155,113,1.4445001,86.67,3.89,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-15 06:53:00.000,2b455945-52d3-457e-8611-df7e7542910b,
30973,4,0,59,2023-12-15 06:53:00.000,,,2023-12-15 06:54:06.208,2023-12-15 06:54:06.208,59,1.4722222,45.6,2.03,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-15 06:54:00.000,bace7b33-d062-4f2b-9a94-9cbd0585ea78,
15327,4,0,26,2023-12-15 06:55:00.000,,,2023-12-15 06:55:30.371,2023-12-15 06:55:28.493,26,1.2592157,19.300001,0.95,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-15 06:56:00.000,7c991ec6-e97c-4c48-bf73-ce905c93ae65,
4778,4,0,8,2023-12-15 06:59:00.000,,,2023-12-15 07:07:15.044,2023-12-15 07:07:15.044,8,1.2222222,5.84,0.29,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-15 07:00:00.000,98b7187a-fc73-4fa8-84aa-faffdc37b98c,
15017,4,0,24,2023-12-15 07:03:00.000,,,2023-12-15 07:07:15.132,2023-12-15 07:07:15.132,24,1.1666666,17.52,0.9,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-15 07:04:00.000,8275f4dd-1a68-41f1-98f0-09a282eba3f6,
36880,4,0,64,2023-12-15 07:04:00.000,,,2023-12-15 07:07:15.382,2023-12-15 07:07:15.382,64,1.3055556,48.15,2.46,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-15 07:05:00.000,fc767275-a84a-47cb-b691-8e4e233dd20b,
45262,4,0,80,2023-12-15 07:05:00.000,,,2023-12-15 07:07:15.472,2023-12-15 07:07:15.472,80,1.3333334,60.35,3.12,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-15 07:06:00.000,31e5cf35-f462-4290-aab8-22655e30d378,
60000,4,0,113,2023-12-15 07:06:00.000,,,2023-12-15 07:07:15.518,2023-12-15 07:07:15.518,113,1.4296666,85.78,4.47,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-15 07:07:00.000,86d9892f-1a5f-48e6-ad84-d8ebf2d681e2,
59434,4,0,99,2023-12-15 07:07:00.000,,,2023-12-15 07:15:02.351,2023-12-15 07:07:15.577,99,1.246575,74.09,3.91,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-15 07:08:00.000,46a12fc3-accd-4f7e-b6e3-766250d64d30,
60000,4,0,105,2023-12-15 07:08:00.000,,,2023-12-15 07:15:02.416,2023-12-15 07:15:02.416,105,1.3146666,78.88,3.91,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-15 07:09:00.000,cc77be02-1556-4f4d-ad44-bf6c938057be,
60000,4,0,114,2023-12-15 07:09:00.000,,,2023-12-15 07:15:16.604,2023-12-15 07:15:16.604,114,1.4406667,86.44,4.56,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-15 07:10:00.000,add51e1d-3225-4334-829a-9f5b31197c8b,
60000,4,0,117,2023-12-15 07:10:00.000,,,2023-12-15 07:15:16.643,2023-12-15 07:15:16.643,117,1.4923334,89.54,4.5,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-15 07:11:00.000,9ff7e305-7b1a-4e3f-b37c-457d6f58305a,
57533,4,0,103,2023-12-15 07:11:00.000,,,2023-12-15 07:15:16.664,2023-12-15 07:15:16.664,103,1.3611112,78.31,3.89,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-15 07:12:00.000,9601434f-dede-4bc2-8511-a4bb95044777,
60000,4,0,115,2023-12-15 07:12:00.000,,,2023-12-15 07:15:16.698,2023-12-15 07:15:16.698,115,1.4566667,87.4,4.6,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-15 07:13:00.000,572c2742-dcc7-48dd-93e0-2acb25c96dfd,
41328,4,0,75,2023-12-15 07:13:00.000,,,2023-12-15 07:15:16.744,2023-12-15 07:15:16.744,75,1.3888888,57.4,2.87,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-15 07:14:00.000,8e086e42-1979-47d0-9f24-4e40b54797a7,
30729,4,0,56,2023-12-15 07:14:00.000,,,2023-12-15 07:15:16.795,2023-12-15 07:15:16.795,56,1.3888888,42.68,2.06,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-15 07:15:00.000,786227cf-1918-44c3-a853-737b0b562615,
33506,4,0,52,2023-12-15 07:15:00.000,,,2023-12-15 07:22:17.839,2023-12-15 07:22:17.839,52,1.1388888,38.16,2.05,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-15 07:16:00.000,c0bdb76e-89b2-4cc7-b5de-aa036b52f517,
60000,4,0,108,2023-12-15 07:16:00.000,,,2023-12-15 07:22:17.922,2023-12-15 07:22:17.922,108,1.345,80.7,4.32,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-15 07:17:00.000,58d6d712-b3a9-4d44-87fa-257e978a44e1,
60000,4,0,109,2023-12-15 07:17:00.000,,,2023-12-15 07:22:18.021,2023-12-15 07:22:18.021,109,1.3625,81.75,4.36,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-15 07:18:00.000,dce1b684-a91e-4644-b35c-09b547c01c27,
60000,4,0,110,2023-12-15 07:18:00.000,,,2023-12-15 07:22:18.136,2023-12-15 07:22:18.136,110,1.3758334,82.55,4.25,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-15 07:19:00.000,37cf5310-144b-47f5-8b21-fde0e7c80cd8,
48128,4,0,81,2023-12-15 07:19:00.000,,,2023-12-15 07:22:18.251,2023-12-15 07:22:18.251,81,1.25,60.16,3.22,UTC+0100,y+n1+oDWjk,com.sec.android.app.shealth,2023-12-15 07:20:00.000,9e523391-cfe1-4fa3-a8b6-2f284bdc7029,
