com.samsung.shealth.tracker.pedometer_step_count,6260063,2
duration,version_code,run_step,walk_step,com.samsung.health.step_count.start_time,com.samsung.health.step_count.sample_position_type,com.samsung.health.step_count.custom,com.samsung.health.step_count.update_time,com.samsung.health.step_count.create_time,com.samsung.health.step_count.count,com.samsung.health.step_count.speed,com.samsung.health.step_count.distance,com.samsung.health.step_count.calorie,com.samsung.health.step_count.time_offset,com.samsung.health.step_count.deviceuuid,com.samsung.health.step_count.pkg_name,com.samsung.health.step_count.end_time,com.samsung.health.step_count.datauuid
33136,4,0,47,2023-12-10 19:40:00.000,,,2023-12-10 19:44:48.038,2023-12-10 19:44:48.038,54,1.1944443,39.58,2.18,UTC+0100,Ws70Yf4UjB,com.sec.android.app.shealth,2023-12-10 19:41:00.000,63306053-16a9-4379-826e-2056f198d173,
13242,4,0,21,2023-12-10 19:42:00.000,,,2023-12-10 19:44:48.077,2023-12-10 19:44:48.077,21,1.1666666,15.45,0.78,UTC+0100,Ws70Yf4UjB,com.sec.android.app.shealth,2023-12-10 19:43:00.000,65cc913c-eb38-468d-aca7-89d807d11b92,
8618,4,0,16,2023-12-11 08:25:00.000,,,2023-12-11 08:26:13.230,2023-12-11 08:26:13.230,16,1.4166667,12.21,0.57,UTC+0100,Ws70Yf4UjB,com.sec.android.app.shealth,2023-12-11 08:26:00.000,0d2b6b92-af06-4b89-b5ad-97e1c5b751ff,
14227,4,0,20,2023-12-11 10:08:00.000,,,2023-12-11 10:08:38.218,2023-12-11 10:08:17.032,20,1.019137,14.500001,0.75000006,UTC+0100,Ws70Yf4UjB,com.sec.android.app.shealth,2023-12-11 10:09:00.000,1e8a73f0-1127-4b17-9a19-d1c378ae939e,
5569,4,0,10,2023-12-11 10:15:00.000,,,2023-12-11 10:18:20.284,2023-12-11 10:18:20.284,10,1.4166666,7.89,0.35,UTC+0100,Ws70Yf4UjB,com.sec.android.app.shealth,2023-12-11 10:16:00.000,978f3978-8c6a-4e7e-99b8-e48f6b5bfce6,
46057,4,0,73,2023-12-11 12:37:00.000,,,2023-12-11 12:41:57.258,2023-12-11 12:41:57.258,80,1.3055556,60.13,3.13,UTC+0100,Ws70Yf4UjB,com.sec.android.app.shealth,2023-12-11 12:38:00.000,4025a5ac-61c4-494a-b168-1cfecadfba53,
60000,4,0,106,2023-12-11 12:38:00.000,,,2023-12-11 12:41:57.276,2023-12-11 12:41:57.276,106,1.3323333,79.94,4.24,UTC+0100,Ws70Yf4UjB,com.sec.android.app.shealth,2023-12-11 12:39:00.000,340eef24-7a7d-4f79-b85c-c436a623026a,
60000,4,0,108,2023-12-11 12:39:00.000,,,2023-12-11 12:41:57.297,2023-12-11 12:41:57.297,108,1.3615,81.69,4.32,UTC+0100,Ws70Yf4UjB,com.sec.android.app.shealth,2023-12-11 12:40:00.000,e4489a5b-1ca1-48f7-aea7-690dd6874102,
60000,4,0,110,2023-12-11 12:40:00.000,,,2023-12-11 12:41:57.322,2023-12-11 12:41:57.322,110,1.3944999,83.67,4.4,UTC+0100,Ws70Yf4UjB,com.sec.android.app.shealth,2023-12-11 12:41:00.000,56dc7bea-ead2-49b8-832b-e45c401b06fe,
59622,4,0,107,2023-12-11 12:41:00.000,,,2023-12-11 12:41:59.988,2023-12-11 12:41:57.351,107,1.3645911,81.359985,4.2500005,UTC+0100,Ws70Yf4UjB,com.sec.android.app.shealth,2023-12-11 12:42:00.000,e502ea08-15b5-4c88-b7d7-092483dc75bd,
8233,4,0,16,2023-12-11 12:42:00.000,,,2023-12-11 12:42:53.447,2023-12-11 12:42:00.642,16,1.49267,12.29,0.56,UTC+0100,Ws70Yf4UjB,com.sec.android.app.shealth,2023-12-11 12:43:00.000,38ac4663-2b94-442b-bff8-1fc9405f9ae1,
60000,4,0,109,2023-12-11 12:43:00.000,,,2023-12-11 12:55:02.208,2023-12-11 12:43:03.396,109,1.3695,82.17,4.3199987,UTC+0100,Ws70Yf4UjB,com.sec.android.app.shealth,2023-12-11 12:44:00.000,bb277416-1f62-49c3-97dd-adc83c4fd4a9,
60000,4,0,110,2023-12-11 12:44:00.000,,,2023-12-11 12:55:02.243,2023-12-11 12:55:02.243,110,1.3965,83.79,4.4,UTC+0100,Ws70Yf4UjB,com.sec.android.app.shealth,2023-12-11 12:45:00.000,28e8ee86-d02f-46f2-9020-45bd46163721,
60000,4,0,108,2023-12-11 12:45:00.000,,,2023-12-11 12:55:02.258,2023-12-11 12:55:02.258,108,1.3679999,82.08,4.32,UTC+0100,Ws70Yf4UjB,com.sec.android.app.shealth,2023-12-11 12:46:00.000,440b87c2-d33e-470c-87cd-b05364766fe0,
60000,4,0,113,2023-12-11 12:46:00.000,,,2023-12-11 12:55:02.272,2023-12-11 12:55:02.272,113,1.4303334,85.82,4.52,UTC+0100,Ws70Yf4UjB,com.sec.android.app.shealth,2023-12-11 12:47:00.000,765da002-9575-4e17-9f8a-397a74152b7c,
38610,4,0,64,2023-12-11 12:47:00.000,,,2023-12-11 12:55:02.284,2023-12-11 12:55:02.284,68,1.3333334,51.48,2.69,UTC+0100,Ws70Yf4UjB,com.sec.android.app.shealth,2023-12-11 12:48:00.000,935e7b90-2065-4d63-9d77-762aa4099491,
4160,4,0,11,2023-12-11 12:49:00.000,,,2023-12-11 12:55:02.302,2023-12-11 12:55:02.302,7,1.25,5.2,0.25,UTC+0100,Ws70Yf4UjB,com.sec.android.app.shealth,2023-12-11 12:50:00.000,7efda838-e253-4088-a1e1-57db6c391a7b,
7016,4,0,12,2023-12-11 15:21:00.000,,,2023-12-11 15:21:04.956,2023-12-11 15:21:04.956,12,1.3055556,9.16,0.4,UTC+0100,Ws70Yf4UjB,com.sec.android.app.shealth,2023-12-11 15:22:00.000,a9aec952-059f-4b78-96c2-783a40d79af4,
15131,4,0,26,2023-12-11 15:22:00.000,,,2023-12-11 15:22:32.756,2023-12-11 15:22:18.924,26,1.2873799,19.48,0.9500001,UTC+0100,Ws70Yf4UjB,com.sec.android.app.shealth,2023-12-11 15:23:00.000,4287f378-fee2-44a5-b331-f31760047401,
5742,4,0,9,2023-12-11 15:26:00.000,,,2023-12-11 15:28:08.303,2023-12-11 15:28:08.303,9,1.1388888,6.54,0.33,UTC+0100,Ws70Yf4UjB,com.sec.android.app.shealth,2023-12-11 15:27:00.000,fe47dd23-7bf5-4881-b000-0ebc846535b9,
4522,4,0,8,2023-12-11 15:29:00.000,,,2023-12-11 15:35:03.237,2023-12-11 15:35:03.237,8,1.3333334,6.03,0.29,UTC+0100,Ws70Yf4UjB,com.sec.android.app.shealth,2023-12-11 15:30:00.000,0919bb38-fee9-4ca1-aa22-c779d3b2c49e,
4221,4,0,7,2023-12-11 15:30:00.000,,,2023-12-11 15:35:03.280,2023-12-11 15:35:03.280,7,1.2222222,5.16,0.25,UTC+0100,Ws70Yf4UjB,com.sec.android.app.shealth,2023-12-11 15:31:00.000,8854cf18-a165-4288-aa89-56cb65677c14,
6497,4,0,10,2023-12-11 15:31:00.000,,,2023-12-11 15:35:03.314,2023-12-11 15:35:03.314,10,1.1388888,7.4,0.36,UTC+0100,Ws70Yf4UjB,com.sec.android.app.shealth,2023-12-11 15:32:00.000,639f3d05-8004-4717-9d2e-c9014aace6b4,
20770,4,0,35,2023-12-11 16:07:00.000,,,2023-12-11 16:15:01.244,2023-12-11 16:15:01.244,35,1.2777778,26.54,1.29,UTC+0100,Ws70Yf4UjB,com.sec.android.app.shealth,2023-12-11 16:08:00.000,ef5156c7-2913-41c1-b197-f0893a3408cd,
60000,4,0,101,2023-12-11 16:08:00.000,,,2023-12-11 16:15:01.264,2023-12-11 16:15:01.264,101,1.2494999,74.97,4.04,UTC+0100,Ws70Yf4UjB,com.sec.android.app.shealth,2023-12-11 16:09:00.000,2721bd2f-1b96-486c-b28e-b2bba77e0e4d,
60000,4,0,103,2023-12-11 16:09:00.000,,,2023-12-11 16:15:01.284,2023-12-11 16:15:01.284,103,1.2816668,76.9,4.12,UTC+0100,Ws70Yf4UjB,com.sec.android.app.shealth,2023-12-11 16:10:00.000,ce49bafe-d9d7-4af8-836c-5b6d2959c7b4,
60000,4,0,103,2023-12-11 16:10:00.000,,,2023-12-11 16:15:01.297,2023-12-11 16:15:01.297,103,1.2866666,77.2,4.12,UTC+0100,Ws70Yf4UjB,com.sec.android.app.shealth,2023-12-11 16:11:00.000,2f87cebc-23f4-4fd1-8af9-729f72571bb1,
25945,4,0,41,2023-12-11 16:11:00.000,,,2023-12-11 16:15:01.313,2023-12-11 16:15:01.313,41,1.1666666,30.27,1.64,UTC+0100,Ws70Yf4UjB,com.sec.android.app.shealth,2023-12-11 16:12:00.000,2cbb45c5-8ed1-4396-887f-69e9f1f1ecf9,
17620,4,0,25,2023-12-11 16:13:00.000,,,2023-12-11 16:15:01.335,2023-12-11 16:15:01.335,25,1.0277778,18.11,0.95,UTC+0100,Ws70Yf4UjB,com.sec.android.app.shealth,2023-12-11 16:14:00.000,f945ff66-0cdf-49ee-aa49-31787d78ae24,
3729,4,0,7,2023-12-11 16:16:00.000,,,2023-12-11 16:35:02.224,2023-12-11 16:35:02.224,7,1.3888888,5.18,0.25,UTC+0100,Ws70Yf4UjB,com.sec.android.app.shealth,2023-12-11 16:17:00.000,5e174b21-6879-4483-876a-26efb7c2bfd6,
41860,4,0,68,2023-12-11 16:24:00.000,,,2023-12-11 16:35:02.248,2023-12-11 16:35:02.248,68,1.1944444,50.0,2.66,UTC+0100,Ws70Yf4UjB,com.sec.android.app.shealth,2023-12-11 16:25:00.000,54c0a3c9-8686-458a-afa2-917b296b3c9b,
20955,4,0,34,2023-12-11 16:25:00.000,,,2023-12-11 16:35:02.261,2023-12-11 16:35:02.261,34,1.1944444,25.03,1.34,UTC+0100,Ws70Yf4UjB,com.sec.android.app.shealth,2023-12-11 16:26:00.000,0324992a-2668-4530-b461-810ea62c2844,
15772,4,0,20,2023-12-11 16:27:00.000,,,2023-12-11 16:35:02.278,2023-12-11 16:35:02.278,20,0.8888889,14.02,0.76,UTC+0100,Ws70Yf4UjB,com.sec.android.app.shealth,2023-12-11 16:28:00.000,2eb4b809-f3eb-4995-bc74-9437a9ee9dc4,
21049,4,0,28,2023-12-11 16:36:00.000,,,2023-12-11 16:55:02.284,2023-12-11 16:55:02.284,28,0.9444444,19.88,1.07,UTC+0100,Ws70Yf4UjB,com.sec.android.app.shealth,2023-12-11 16:37:00.000,8fe36816-fe4c-41d4-a22a-a2703c686e68,
6787,4,0,9,2023-12-11 16:37:00.000,,,2023-12-11 16:55:02.299,2023-12-11 16:55:02.299,9,0.9444444,6.41,0.34,UTC+0100,Ws70Yf4UjB,com.sec.android.app.shealth,2023-12-11 16:38:00.000,cd7031fc-2cc4-4e51-a241-1f772402f20b,
5523,4,0,7,2023-12-11 16:44:00.000,,,2023-12-11 16:55:02.321,2023-12-11 16:55:02.321,7,0.88888896,4.91,0.26,UTC+0100,Ws70Yf4UjB,com.sec.android.app.shealth,2023-12-11 16:45:00.000,e4046819-b051-4989-86d7-13e35f6d5b49,
18667,4,0,25,2023-12-11 16:45:00.000,,,2023-12-11 16:55:02.348,2023-12-11 16:55:02.348,25,0.94444454,17.63,0.94,UTC+0100,Ws70Yf4UjB,com.sec.android.app.shealth,2023-12-11 16:46:00.000,4ef56a65-4a95-4400-a4ad-c3782e9e8bf1,
12294,4,0,16,2023-12-11 16:47:00.000,,,2023-12-11 16:55:02.372,2023-12-11 16:55:02.372,16,0.9166667,11.27,0.6,UTC+0100,Ws70Yf4UjB,com.sec.android.app.shealth,2023-12-11 16:48:00.000,ecc67186-da93-4e21-9aaf-46b70a27ce2d,
10003,4,0,13,2023-12-11 16:48:00.000,,,2023-12-11 16:55:02.387,2023-12-11 16:55:02.387,13,0.9166667,9.17,0.5,UTC+0100,Ws70Yf4UjB,com.sec.android.app.shealth,2023-12-11 16:49:00.000,9b652eef-bce7-4f6a-bd3b-b748b6c58121,
30141,4,0,39,2023-12-11 16:51:00.000,,,2023-12-11 16:55:02.420,2023-12-11 16:55:02.420,39,0.9166667,27.63,1.48,UTC+0100,Ws70Yf4UjB,com.sec.android.app.shealth,2023-12-11 16:52:00.000,db002c9e-7293-493f-a2fa-68d44dd06a70,
23697,4,0,36,2023-12-11 17:04:00.000,,,2023-12-11 17:08:08.376,2023-12-11 17:08:08.376,36,1.1111112,26.33,1.38,UTC+0100,Ws70Yf4UjB,com.sec.android.app.shealth,2023-12-11 17:05:00.000,58c7f256-1f5f-434b-9723-4b6be89bc133,
60000,4,0,95,2023-12-11 17:05:00.000,,,2023-12-11 17:08:08.414,2023-12-11 17:08:08.414,95,1.1611667,69.67,3.8,UTC+0100,Ws70Yf4UjB,com.sec.android.app.shealth,2023-12-11 17:06:00.000,39a1db7d-d9cc-4d7f-93ab-dd747b49baf8,
60000,4,0,104,2023-12-11 17:06:00.000,,,2023-12-11 17:08:08.449,2023-12-11 17:08:08.449,104,1.2946666,77.68,4.16,UTC+0100,Ws70Yf4UjB,com.sec.android.app.shealth,2023-12-11 17:07:00.000,8330c81d-3bf6-4e40-89b8-e8ea4597455d,
58241,4,0,99,2023-12-11 17:07:00.000,,,2023-12-11 17:08:08.485,2023-12-11 17:08:08.485,99,1.2777778,74.42,3.86,UTC+0100,Ws70Yf4UjB,com.sec.android.app.shealth,2023-12-11 17:08:00.000,280594bb-8539-4999-9410-16d3f457ca04,
7085,4,0,11,2023-12-11 17:13:00.000,,,2023-12-11 17:15:01.418,2023-12-11 17:15:01.418,11,1.1388888,8.07,0.4,UTC+0100,Ws70Yf4UjB,com.sec.android.app.shealth,2023-12-11 17:14:00.000,e9be2a2a-8d3b-4b8a-9f30-b7a145115bdf,
11168,4,0,18,2023-12-11 17:31:00.000,,,2023-12-11 17:35:01.260,2023-12-11 17:35:01.260,18,1.1944444,13.34,0.65,UTC+0100,Ws70Yf4UjB,com.sec.android.app.shealth,2023-12-11 17:32:00.000,333e24b4-28e5-468e-bfdc-88235e7401e8,
58611,4,0,93,2023-12-11 17:32:00.000,,,2023-12-11 17:35:01.275,2023-12-11 17:35:01.275,93,1.1666666,68.38,3.69,UTC+0100,Ws70Yf4UjB,com.sec.android.app.shealth,2023-12-11 17:33:00.000,aa81e7ab-a808-4bdb-92be-3cbfdf599755,
60000,4,0,98,2023-12-11 17:33:00.000,,,2023-12-11 17:35:01.290,2023-12-11 17:35:01.290,98,1.2086666,72.52,3.92,UTC+0100,Ws70Yf4UjB,com.sec.android.app.shealth,2023-12-11 17:34:00.000,a9b30e47-25d3-494f-a650-286cfe1b3a58,
58052,4,0,94,2023-12-11 17:34:00.000,,,2023-12-11 17:35:01.311,2023-12-11 17:35:01.311,94,1.1944444,69.34,3.73,UTC+0100,Ws70Yf4UjB,com.sec.android.app.shealth,2023-12-11 17:35:00.000,007be332-7399-4c6b-9d51-83416fa315b3,
42594,4,0,66,2023-12-11 17:35:00.000,,,2023-12-11 17:55:03.284,2023-12-11 17:55:03.284,66,1.1388888,48.51,2.64,UTC+0100,Ws70Yf4UjB,com.sec.android.app.shealth,2023-12-11 17:36:00.000,7493f8aa-eeb0-49ce-87dc-83c350fe9a97,
10439,4,0,14,2023-12-11 17:36:00.000,,,2023-12-11 17:55:03.333,2023-12-11 17:55:03.333,15,1.0277778,10.73,0.55,UTC+0100,Ws70Yf4UjB,com.sec.android.app.shealth,2023-12-11 17:37:00.000,6721ff2e-a776-44b3-9a09-7913b25f9d98,
5425,4,0,12,2023-12-11 17:37:00.000,,,2023-12-11 17:55:03.371,2023-12-11 17:55:03.371,11,1.5833333,8.59,0.36,UTC+0100,Ws70Yf4UjB,com.sec.android.app.shealth,2023-12-11 17:38:00.000,d2772c4b-4580-4291-8930-f79deb4068fa,
5048,4,0,8,2023-12-11 17:38:00.000,,,2023-12-11 17:55:03.401,2023-12-11 17:55:03.401,8,1.1666666,5.89,0.29,UTC+0100,Ws70Yf4UjB,com.sec.android.app.shealth,2023-12-11 17:39:00.000,d8fd6a59-3fc4-41a5-95ed-13fa31e03ad7,
31711,4,0,54,2023-12-12 12:46:00.000,,,2023-12-12 12:55:03.625,2023-12-12 12:55:03.625,54,1.2777778,40.52,2.09,UTC+0100,Ws70Yf4UjB,com.sec.android.app.shealth,2023-12-12 12:47:00.000,daba64d1-5b9d-4496-a8a8-dd4068b410f8,
60000,4,0,106,2023-12-12 12:47:00.000,,,2023-12-12 12:55:03.674,2023-12-12 12:55:03.674,106,1.3308333,79.85,4.24,UTC+0100,Ws70Yf4UjB,com.sec.android.app.shealth,2023-12-12 12:48:00.000,797b8107-a159-4b3c-bab9-d531997a3b8a,
60000,4,0,106,2023-12-12 12:48:00.000,,,2023-12-12 12:55:03.705,2023-12-12 12:55:03.705,106,1.3281667,79.69,4.24,UTC+0100,Ws70Yf4UjB,com.sec.android.app.shealth,2023-12-12 12:49:00.000,bcc03d87-062c-4e96-80c1-3a8a0758256c,
60000,4,0,105,2023-12-12 12:49:00.000,,,2023-12-12 12:55:03.744,2023-12-12 12:55:03.744,105,1.3125,78.75,4.2,UTC+0100,Ws70Yf4UjB,com.sec.android.app.shealth,2023-12-12 12:50:00.000,b6e16b7d-0def-4c44-83a1-0a3e337e9d15,
48291,4,0,60,2023-12-12 12:50:00.000,,,2023-12-12 12:55:03.781,2023-12-12 12:55:03.781,108,1.3611112,65.73,3.89,UTC+0100,Ws70Yf4UjB,com.sec.android.app.shealth,2023-12-12 12:51:00.000,8d576e84-dd0e-4327-b3ca-ace1acfd22b3,
39660,4,0,63,2023-12-12 12:51:00.000,,,2023-12-12 12:55:03.796,2023-12-12 12:55:03.796,63,1.1666666,46.27,2.52,UTC+0100,Ws70Yf4UjB,com.sec.android.app.shealth,2023-12-12 12:52:00.000,57b7a4ed-314a-4b56-91df-8ef2956621e7,
5604,4,0,8,2023-12-12 12:54:00.000,,,2023-12-12 12:55:03.830,2023-12-12 12:55:03.830,8,1.0277777,5.76,0.29,UTC+0100,Ws70Yf4UjB,com.sec.android.app.shealth,2023-12-12 12:55:00.000,33e70045-c5f6-4df5-a0ff-5839336ef804,
17130,4,0,17,2023-12-12 12:55:00.000,,,2023-12-12 13:15:03.227,2023-12-12 13:15:03.227,25,1.0,17.13,1.12,UTC+0100,Ws70Yf4UjB,com.sec.android.app.shealth,2023-12-12 12:56:00.000,ba90c4ed-6b93-422e-ae36-27461b9482ab,
52846,4,0,95,2023-12-12 13:10:00.000,,,2023-12-12 13:15:03.303,2023-12-12 13:15:03.303,95,1.3611112,71.93,3.57,UTC+0100,Ws70Yf4UjB,com.sec.android.app.shealth,2023-12-12 13:11:00.000,9b03e103-7221-4292-8bcf-f0b8e059ca17,
57012,4,0,89,2023-12-12 13:11:00.000,,,2023-12-12 13:15:03.334,2023-12-12 13:15:03.334,109,1.3611112,77.6,5.78,UTC+0100,Ws70Yf4UjB,com.sec.android.app.shealth,2023-12-12 13:12:00.000,8858b04a-f859-4e83-b18b-1fb31a8fdd2f,
60000,4,0,113,2023-12-12 13:12:00.000,,,2023-12-12 13:15:03.355,2023-12-12 13:15:03.355,113,1.4458333,86.75,3.94,UTC+0100,Ws70Yf4UjB,com.sec.android.app.shealth,2023-12-12 13:13:00.000,cf54fc26-2246-4a2b-ac93-4829c685645e,
56791,4,0,102,2023-12-12 13:13:00.000,,,2023-12-12 13:15:03.370,2023-12-12 13:15:03.370,102,1.3611112,77.3,4.05,UTC+0100,Ws70Yf4UjB,com.sec.android.app.shealth,2023-12-12 13:14:00.000,f4d9919e-f1f1-497d-855a-2c130a2a470c,
60000,4,0,113,2023-12-12 13:14:00.000,,,2023-12-12 13:15:03.387,2023-12-12 13:15:03.387,113,1.4396666,86.38,4.25,UTC+0100,Ws70Yf4UjB,com.sec.android.app.shealth,2023-12-12 13:15:00.000,10defb00-6e85-47a5-9bc9-6713f20400cf,
57572,4,0,108,2023-12-12 13:15:00.000,,,2023-12-12 13:19:42.862,2023-12-12 13:19:42.862,108,1.4444444,83.16,3.67,UTC+0100,Ws70Yf4UjB,com.sec.android.app.shealth,2023-12-12 13:16:00.000,2d7ea085-0178-4678-a284-6089bff3bd72,
60000,4,0,112,2023-12-12 13:16:00.000,,,2023-12-12 13:19:42.958,2023-12-12 13:19:42.958,112,1.4323335,85.94,4.39,UTC+0100,Ws70Yf4UjB,com.sec.android.app.shealth,2023-12-12 13:17:00.000,ae0ca581-5a98-4a08-a932-770b3e3449c2,
60000,4,0,109,2023-12-12 13:17:00.000,,,2023-12-12 13:19:42.987,2023-12-12 13:19:42.987,109,1.381,82.86,4.35,UTC+0100,Ws70Yf4UjB,com.sec.android.app.shealth,2023-12-12 13:18:00.000,8edc6beb-5e66-4cbc-abdf-4f04b5ecf0dd,
29916,4,0,28,2023-12-12 13:18:00.000,,,2023-12-12 13:19:43.031,2023-12-12 13:19:43.031,49,1.0833334,32.41,2.84,UTC+0100,Ws70Yf4UjB,com.sec.android.app.shealth,2023-12-12 13:19:00.000,cd8f9f79-a171-4663-bc87-da1e1c42c96a,
14266,4,0,23,2023-12-12 13:19:00.000,,,2023-12-12 13:19:43.052,2023-12-12 13:19:43.052,23,1.1944444,17.04,0.91,UTC+0100,Ws70Yf4UjB,com.sec.android.app.shealth,2023-12-12 13:20:00.000,9b55125f-a3b7-4d16-9c57-c7ebdea5a297,
13791,4,0,22,2023-12-12 13:57:00.000,,,2023-12-12 14:03:09.433,2023-12-12 14:03:09.433,22,1.1666666,16.09,0.8,UTC+0100,Ws70Yf4UjB,com.sec.android.app.shealth,2023-12-12 13:58:00.000,cc496142-1de2-4a41-bdd7-219cda31fc2e,
5384,4,0,9,2023-12-12 14:04:00.000,,,2023-12-12 14:15:03.870,2023-12-12 14:15:03.870,9,1.25,6.73,0.33,UTC+0100,Ws70Yf4UjB,com.sec.android.app.shealth,2023-12-12 14:05:00.000,dd4fe8fa-2464-4d5d-a5ce-22a3d42554cd,
3276,4,0,7,2023-12-12 14:06:00.000,,,2023-12-12 14:15:03.896,2023-12-12 14:15:03.896,7,1.6388888,5.37,0.25,UTC+0100,Ws70Yf4UjB,com.sec.android.app.shealth,2023-12-12 14:07:00.000,2c2c3317-732e-49eb-b9ab-f7d421651517,
37959,4,0,67,2023-12-12 14:14:00.000,,,2023-12-12 14:15:03.914,2023-12-12 14:15:03.914,67,1.4444444,54.83,2.87,UTC+0100,Ws70Yf4UjB,com.sec.android.app.shealth,2023-12-12 14:15:00.000,a7fd1fb5-f691-4a6a-bcd2-d488db8b7ba7,
23576,4,0,46,2023-12-12 14:15:00.000,,,2023-12-12 14:35:04.257,2023-12-12 14:35:04.257,46,1.5277778,36.02,1.45,UTC+0100,Ws70Yf4UjB,com.sec.android.app.shealth,2023-12-12 14:16:00.000,f87431da-e0a0-4867-afad-7b8ec9e4cd55,
44512,4,0,51,2023-12-12 14:59:00.000,,,2023-12-12 15:15:03.269,2023-12-12 15:15:03.269,88,1.25,55.64,3.34,UTC+0100,Ws70Yf4UjB,com.sec.android.app.shealth,2023-12-12 15:00:00.000,4647e4b7-8cd1-436b-ad45-a9f4c9070b72,
15144,4,0,25,2023-12-12 15:00:00.000,,,2023-12-12 15:15:03.326,2023-12-12 15:15:03.326,25,1.2222222,18.51,0.96,UTC+0100,Ws70Yf4UjB,com.sec.android.app.shealth,2023-12-12 15:01:00.000,9aedc79d-974b-4dcc-bbe8-98a52cbf500d,
38870,4,0,58,2023-12-12 15:01:00.000,,,2023-12-12 15:15:03.371,2023-12-12 15:15:03.371,58,1.0833334,42.11,2.26,UTC+0100,Ws70Yf4UjB,com.sec.android.app.shealth,2023-12-12 15:02:00.000,9ce43703-89ec-4eae-94cf-fbc295971293,
60000,4,0,96,2023-12-12 15:02:00.000,,,2023-12-12 15:15:03.415,2023-12-12 15:15:03.415,96,1.1748333,70.49,3.84,UTC+0100,Ws70Yf4UjB,com.sec.android.app.shealth,2023-12-12 15:03:00.000,ec8d80e9-9044-44d5-bd2b-fee7c9dc22dc,
60000,4,0,96,2023-12-12 15:03:00.000,,,2023-12-12 15:15:03.450,2023-12-12 15:15:03.450,96,1.1753333,70.52,3.84,UTC+0100,Ws70Yf4UjB,com.sec.android.app.shealth,2023-12-12 15:04:00.000,8f584f92-aa32-40fa-b00d-d1ee2877740a,
45634,4,0,72,2023-12-12 15:04:00.000,,,2023-12-12 15:15:03.485,2023-12-12 15:15:03.485,72,1.1666666,53.24,2.88,UTC+0100,Ws70Yf4UjB,com.sec.android.app.shealth,2023-12-12 15:05:00.000,97c13c88-37d5-47f1-b4c1-95f4a3849eb3,
60000,4,0,105,2023-12-12 15:05:00.000,,,2023-12-12 15:15:03.508,2023-12-12 15:15:03.508,105,1.2941667,77.65,4.17,UTC+0100,Ws70Yf4UjB,com.sec.android.app.shealth,2023-12-12 15:06:00.000,9bd3bfdc-be72-4151-a57a-46e38a15e742,
60000,4,0,98,2023-12-12 15:06:00.000,,,2023-12-12 15:15:03.548,2023-12-12 15:15:03.548,98,1.2038335,72.23,3.92,UTC+0100,Ws70Yf4UjB,com.sec.android.app.shealth,2023-12-12 15:07:00.000,abf35b0b-5d74-4105-b685-83ff29dee639,
60000,4,0,97,2023-12-12 15:07:00.000,,,2023-12-12 15:15:03.574,2023-12-12 15:15:03.574,97,1.1935,71.61,3.88,UTC+0100,Ws70Yf4UjB,com.sec.android.app.shealth,2023-12-12 15:08:00.000,0cac7c27-4072-4f7f-a6de-0dfb7fa25e70,
60000,4,0,95,2023-12-12 15:08:00.000,,,2023-12-12 15:15:03.587,2023-12-12 15:15:03.587,95,1.1571667,69.43,3.8,UTC+0100,Ws70Yf4UjB,com.sec.android.app.shealth,2023-12-12 15:09:00.000,d645666d-01ec-4afc-94e0-818c81781a36,
60000,4,0,98,2023-12-12 15:09:00.000,,,2023-12-12 15:15:03.611,2023-12-12 15:15:03.611,98,1.204,72.24,3.92,UTC+0100,Ws70Yf4UjB,com.sec.android.app.shealth,2023-12-12 15:10:00.000,8b32002f-caed-494c-babf-f46f4966ea1c,
60000,4,0,97,2023-12-12 15:10:00.000,,,2023-12-12 15:15:03.653,2023-12-12 15:15:03.653,97,1.1935,71.61,3.88,UTC+0100,Ws70Yf4UjB,com.sec.android.app.shealth,2023-12-12 15:11:00.000,0cb0b748-7bbf-490a-98ca-9b59fa6cf33d,
60000,4,0,93,2023-12-12 15:11:00.000,,,2023-12-12 15:15:03.704,2023-12-12 15:15:03.704,93,1.1291667,67.75,3.72,UTC+0100,Ws70Yf4UjB,com.sec.android.app.shealth,2023-12-12 15:12:00.000,d49f7d11-e255-4f7f-a948-70b5afcfd8c1,
52207,4,0,69,2023-12-12 15:12:00.000,,,2023-12-12 15:15:03.769,2023-12-12 15:15:03.769,103,1.2777778,66.71,3.84,UTC+0100,Ws70Yf4UjB,com.sec.android.app.shealth,2023-12-12 15:13:00.000,155beebd-bae9-422d-a887-0202828c49ea,
57978,4,0,74,2023-12-12 15:13:00.000,,,2023-12-12 15:16:01.154,2023-12-12 15:16:01.154,89,1.0555556,61.2,3.56,UTC+0100,Ws70Yf4UjB,com.sec.android.app.shealth,2023-12-12 15:14:00.000,8c1308f4-1122-4271-b9ce-a0e142677ba9,
26649,4,0,24,2023-12-12 15:14:00.000,,,2023-12-12 15:16:01.211,2023-12-12 15:16:01.211,48,1.0555556,28.13,1.92,UTC+0100,Ws70Yf4UjB,com.sec.android.app.shealth,2023-12-12 15:15:00.000,7fe2a4e0-b348-4115-a5a8-2c9eb5ad8f3c,
42418,4,0,58,2023-12-12 15:16:00.000,,,2023-12-12 15:35:04.227,2023-12-12 15:35:04.227,58,0.97222215,41.24,2.3,UTC+0100,Ws70Yf4UjB,com.sec.android.app.shealth,2023-12-12 15:17:00.000,29ae2e13-34a0-4fdb-bb16-78a18512afe7,
